"product","name","year","old","genres","War","Children","Thriller","Crime","Drama","Animation","Horror","Fantasy","IMAX","Sci-Fi","Western","Comedy","Action","Romance","Adventure","Musical","Documentary","Film-Noir","Mystery","description","image","length"
"3650","I Am Sam","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.","https://m.media-amazon.com/images/M/MV5BYzk5YTdmMzMtMjcyZS00ZDI4LThkMWItZDgwMzI0MzQyNDVjXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg","132 min"
"3651","Monster's Ball","2001","0","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.","https://m.media-amazon.com/images/M/MV5BNTkyMzk3NTYtY2FiYy00MWIwLWIyYzctODIzNzVlOGQxZmYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","111 min"
"3652","Shipping News, The","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.","https://m.media-amazon.com/images/M/MV5BNWEwMmNiNjctNDY5ZC00NDIyLWFiZDctNDdlZGU5NjA0MzA2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","111 min"
"3653","Murder by Death","1976","1","Comedy|Crime|Mystery|Thriller","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery.","https://m.media-amazon.com/images/M/MV5BZWJiZjUxNTQtNTI3My00ZjQyLWFjZTEtODJjYzU0ZGYwYzNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","95 min"
"3654","Waterdance, The","1992","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A young man learns how to come to terms with his disability after becoming paralyzed in a hiking accident.","https://m.media-amazon.com/images/M/MV5BNmM1MTE5ZWMtNmM1Ny00OGI4LTliZmItYjMyMWY1YTQ4NzgxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","106 min"
"3655","Orange County","2002","0","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A guidance counselor mistakenly sends out the wrong transcripts to Stanford University under the name of an over-achieving high schooler.","https://m.media-amazon.com/images/M/MV5BZGIzYjJmNzQtNDc5YS00ZWJhLWI3NzItODgzNWRlNmQ0NmRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","82 min"
"3656","Brotherhood of the Wolf","2001","0","Action|Mystery|Thriller","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","In 18th-century France, the Chevalier de Fronsac and his Native American friend Mani are sent to the Gevaudan province at the king's behest to investigate the killings of hundreds by a mysterious beast.","https://m.media-amazon.com/images/M/MV5BMjRiNjU5OTYtZDAyNi00ZTI3LTlkNjAtYWM2YjIzNzdkM2NiXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_SX300.jpg","142 min"
"3657","Another 48 Hrs.","1990","1","Action|Comedy|Crime|Drama|Thriller","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.","https://m.media-amazon.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_SX300.jpg","95 min"
"3658","What Time Is It There?","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A watch salesman meets a young woman soon leaving for Paris and becomes infatuated, so he begins to change all the clocks in Taipei to Paris time.","https://m.media-amazon.com/images/M/MV5BNTMzNDIzNjYyOF5BMl5BanBnXkFtZTcwODE4OTQyMQ@@._V1_SX300.jpg","116 min"
"3659","Russia House, The","1990","1","Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","An expatriate British publisher unexpectedly finds himself working for British intelligence to investigate people in Russia.","https://m.media-amazon.com/images/M/MV5BYWEzZTgyYzMtYWU3NS00YjM2LTk5M2EtZDhjYmQxMDRhZjU4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg","123 min"
"3660","Truly, Madly, Deeply","1991","1","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","A woman dealing with inconsolable grief over the death of her partner gets another chance when he returns to earth as a ghost.","https://m.media-amazon.com/images/M/MV5BNTg5ZmU4MmItNzU0MS00NGU2LWE3YjYtY2FjZDZiMTc4ZjBlXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg","106 min"
"3661","Dragonslayer","1981","1","Action|Adventure|Fantasy","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.","https://m.media-amazon.com/images/M/MV5BZmNhNjUxN2EtMTRkNi00YzAzLTg5ODgtZjc2ZTUyNDBjODljXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg","109 min"
"3662","Conan the Destroyer","1984","1","Action|Adventure|Fantasy","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","Conan leads a ragtag group of adventurers on a quest for a princess.","https://m.media-amazon.com/images/M/MV5BNTMzMzE3ZTQtODE4Yi00ODhiLWI3NWItOGVhNjllNjY3MzA2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","103 min"
"3663","Fire and Ice","1983","1","Animation|Fantasy","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep.","https://m.media-amazon.com/images/M/MV5BY2Y1OWI2MmItYjYxYS00NjUwLWJkM2ItNmE2NmIzMDJmNDM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","81 min"
"3664","Impostor","2002","0","Action|Drama|Sci-Fi|Thriller","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.","https://m.media-amazon.com/images/M/MV5BZmUyOGI5YjYtN2IzNC00MTQzLWJhZjYtZDI1YmI3N2VjNGJlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","95 min"
"3665","Kung Pow: Enter the Fist","2002","0","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","A rough-around-the-edges martial arts master seeks revenge for his parents' death.","https://m.media-amazon.com/images/M/MV5BMGQxZDEwZDctMjNkMi00YmIxLTgyN2MtYmJhYjEzZGY0NjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","81 min"
"3666","Snow Dogs","2002","0","Adventure|Children|Comedy","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.","https://m.media-amazon.com/images/M/MV5BZDhkYmUwZDAtNzBhZi00ODM4LWI3NWMtODcwM2U5OGZhNWM0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg","99 min"
"3667","48 Hrs.","1982","1","Action|Comedy|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.","https://m.media-amazon.com/images/M/MV5BYWFkZjNkNmEtMTE5OC00MzA4LThkNWUtOWJlNjUxZGFiYzhmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg","96 min"
"3668","Italian for Beginners","2000","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives.","https://m.media-amazon.com/images/M/MV5BM2UyNTViYWItNGE3Ny00NjI3LWIwNzUtYzhjMmMyNDQ5ZTE5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","112 min"
"3669","Blankman","1994","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A simpleton inventor becomes a superhero with a bulletproof costume and a low budget.","https://m.media-amazon.com/images/M/MV5BNzgyZjk4ODMtZDgxNi00NTQwLWIxZDctNWE2OTVmZGQyZmZiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","92 min"
"3670","Brainstorm","1983","1","Sci-Fi|Thriller","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Researchers develop a system where they can jump into people's minds. But when people involved bring their personal problems into the equation, it becomes dangerous - perhaps deadly.","https://m.media-amazon.com/images/M/MV5BZTg5OTNlOTEtMjFhZC00NWRiLWJlOWQtZTNiNDk3OGIxYmMwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","106 min"
"3671","Dragon: The Bruce Lee Story","1993","1","Action|Drama","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","A fictionalized account of the life of the martial arts superstar.","https://m.media-amazon.com/images/M/MV5BMjA1MTQxNzAtM2MyOC00NDBhLWFlNmEtOWZlM2E5MjNlODU2XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg","120 min"
"3672","Little Dieter Needs to Fly","1997","1","Documentary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","German-American Dieter Dengler discusses his service as a U.S. naval pilot in the Vietnam War. Dengler also revisits the sites of his capture and eventual escape from the hands of the Viet Cong, recreating many events for the camera.","https://m.media-amazon.com/images/M/MV5BNjM4ODkxOTktNDk3ZC00NjI0LTk5Y2MtZjcwMTllOTY4MDNiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg","80 min"
"3673","M*A*S*H","1970","1","Comedy|Drama|War","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.","https://m.media-amazon.com/images/M/MV5BYTMzY2UwODktMjFiZC00NzUxLWE1M2ItOTg0YTAxMTgwMTEzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","116 min"
"3674","Seconds","1966","1","Mystery|Sci-Fi|Thriller","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.","https://m.media-amazon.com/images/M/MV5BYmYwMmFjMDYtYTEyYS00NzUwLWIyZTMtNjFjZmVmZjhkY2M1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","106 min"
"3675","One-Eyed Jacks","1961","1","Western","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","After robbing a Mexican bank, Dad Longworth takes the loot and leaves his partner Rio to be captured, but Rio escapes and searches for Dad in California.","https://m.media-amazon.com/images/M/MV5BYTJkODY2NjMtNDZlNi00MjAyLWIyZjYtZmIxNWNmYTE3OTYzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","141 min"
"3676","The Count of Monte Cristo","2002","0","Action|Adventure|Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","A young man, falsely imprisoned by his jealous 'friend', escapes and uses a hidden treasure to exact his revenge.","https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","131 min"
"3677","Mothman Prophecies, The","2002","0","Drama|Fantasy|Horror|Mystery|Thriller","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.","https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","119 min"
"3678","Walk to Remember, A","2002","0","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.","https://m.media-amazon.com/images/M/MV5BMzU3NTYxM2MtNjViMS00YmNlLWEwM2MtYWI2MzgzNTkxODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","101 min"
"3679","Beijing Bicycle","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age.","https://m.media-amazon.com/images/M/MV5BZjRlYWVmNjItYjY1MS00NGVlLWE0OTItOGVjY2ZlNjJmNjVhXkEyXkFqcGdeQXVyOTAzODAwOQ@@._V1_SX300.jpg","113 min"
"3680","Escaflowne: The Movie","2000","0","Action|Adventure|Animation|Drama|Fantasy","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","A grim retelling of the television series 'The Vision of Escaflowne'.","https://m.media-amazon.com/images/M/MV5BN2I4YzBhZmYtN2FkZC00MWZhLTkzYzEtZjAwYzI1ZDk1MmI1XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg","98 min"
"3681","Maelström","2000","0","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","After plunging her car into a river, a woman encounters a man who helps her come to terms with her life.","https://m.media-amazon.com/images/M/MV5BMjEyODcyODIzM15BMl5BanBnXkFtZTcwMDE4MDYxMQ@@._V1_SX300.jpg","87 min"
"3682","Metropolis","2001","0","Animation|Sci-Fi","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima.","https://m.media-amazon.com/images/M/MV5BNmFlZjM3NGQtYmQzMC00MGIxLWE1ZDQtNmQzNjEzYWQ0MDI5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg","108 min"
"3683","Son's Room, The","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba-diving accident.","https://m.media-amazon.com/images/M/MV5BNTMyMGM5ZTItNmNmYy00MWUwLTk1MTAtMzY0ZTUyMGJiNGVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg","99 min"
"3684","Storytelling","2001","0","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.","https://m.media-amazon.com/images/M/MV5BNjYzNGIyNzUtNzAxZi00NzFhLTg3MDktMzljOGVmMDllNDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","87 min"
"3685","Waydowntown","2000","0","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A group of young employees bet a month's salary, winner takes all, on who can last the longest without going outside.","https://m.media-amazon.com/images/M/MV5BMTYzOTExNTk0Ml5BMl5BanBnXkFtZTcwNjg0NjgyMQ@@._V1_SX300.jpg","87 min"
"3686","Adventures of Huck Finn, The","1993","1","Adventure|Children|Comedy|Drama","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","In Missouri, during the 1840s, young Huck Finn fearful of his drunkard father and yearning for adventure, leaves his foster family and joins with runaway slave Jim in a voyage down the Mississippi River toward slavery free states.","https://m.media-amazon.com/images/M/MV5BN2U3MzY3YmItNTY1ZS00ZmJlLWFlYjUtMjc4MmMzOTM4ODZhXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg","108 min"
"3687","Cousins","1989","1","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Two couples go to a mutual friend's wedding and end up swapping partners.","https://m.media-amazon.com/images/M/MV5BYTc2NzZhOTgtMTBhOC00YzBlLWJlOGQtNmVjY2I5ZjI0Zjc5XkEyXkFqcGdeQXVyMjA4NjIxMjE@._V1_SX300.jpg","113 min"
"3688","Slackers","2002","0","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.","https://m.media-amazon.com/images/M/MV5BNWVjNjQ0NGQtNzBhYy00MzU2LTg3ZGYtZDAxYzE5N2Q3MzE0XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg","86 min"
"3689","Birthday Girl","2001","0","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.","https://m.media-amazon.com/images/M/MV5BNmZhZTcxYTQtNzkxNy00MzlmLTg5NTMtNDU4NDVmNDIwMTBlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","93 min"
"3690","Rare Birds","2001","0","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A down-and-out restaurateur and his neighbor hatch a plan to lure luminaries to their small Newfoundland town.","https://m.media-amazon.com/images/M/MV5BZTQ3MzFlYTQtM2Y0Ny00MzVjLTk1YzgtOWE4ODZlY2QzMGU1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg","99 min"
"3691","Going Places","1974","1","Comedy|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Two thugs harass assault, steal, murder, Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor, on her own search for seemingly unattainable sexual pleasure.","https://m.media-amazon.com/images/M/MV5BOGFkNjZmY2EtYzIxZi00Mzg0LTlmZjEtODc5ZDE5MDhjMGQ5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg","117 min"
"3692","Big Fat Liar","2002","0","Children|Comedy","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Fourteen-year-old Jason Shepherd has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf steals his class paper and turns it into a smash hit movie, no one believes Jason's latest tall tale.","https://m.media-amazon.com/images/M/MV5BNmEyNGFmODYtZjhjNC00NGViLTllMjQtYWYyZmQ1OGEzMzRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","88 min"
"3693","Collateral Damage","2002","0","Action|Thriller","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.","https://m.media-amazon.com/images/M/MV5BYTIxYTA1YWUtODFiOS00NjY5LWIyOWQtYTFlYzMyNWI4MWM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","108 min"
"3694","Rollerball","2002","0","Action|Sci-Fi","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.","https://m.media-amazon.com/images/M/MV5BMjA3OTk4NDE1OV5BMl5BanBnXkFtZTcwODAyOTY2NA@@._V1_SX300.jpg","98 min"
"3695","Scotland, Pa.","2001","0","Comedy|Crime","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","In a modernized retelling of 'MacBeth' set in 1970s suburban Pennsylvania, Joe McBeth, an unambitious hamburger stand employee, is driven to success by his scheming wife.","https://m.media-amazon.com/images/M/MV5BNmFjZjJlNWEtNDVhZC00YjBhLWFhNTQtZGYyNjFkM2YzYTQxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","104 min"
"3696","Baby's Day Out","1994","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.","https://m.media-amazon.com/images/M/MV5BMzI3NmQ1ZDUtZWQ1My00NzlkLWE5OGQtZjZkYWJmYzYwY2QxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg","99 min"
"3697","Heidi","1937","1","Children|Drama","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl.","https://m.media-amazon.com/images/M/MV5BMzRlZThjM2QtNWRjNi00MjU2LWE4NWMtMmJjOWNhNGQxMTYyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","88 min"
"3698","Rookie of the Year","1993","1","Comedy|Fantasy","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.","https://m.media-amazon.com/images/M/MV5BZGJhODAwNDQtNGY0My00ZDA4LTgwOTMtMTA5NzdhZTQ0YmIwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg","103 min"
"3699","Sandlot, The","1993","1","Children|Comedy|Drama","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","101 min"
"3700","Don't Look Now","1973","1","Drama|Horror|Thriller","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.","https://m.media-amazon.com/images/M/MV5BNDZmYzJmMDQtM2NkNi00NjU0LTlmZGItNDFjZjVkZjhmNDcyXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_SX300.jpg","110 min"
"3701","Crossroads","2002","0","Comedy|Musical|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process.","https://m.media-amazon.com/images/M/MV5BOTI0NGM2MjktNjgxMi00Zjk3LTkyYWEtYTMzOGI2YTAxMmRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","93 min"
"3702","Hart's War","2002","0","Drama|War","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A law student becomes a lieutenant during World War II, is captured and asked to defend a black prisoner of war falsely accused of murder.","https://m.media-amazon.com/images/M/MV5BYWNmMjRiNDctMmIwNS00NmQxLThmZmMtMGVhMDMwMjZiYWJlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg","125 min"
"3703","John Q","2002","0","Crime|Drama|Thriller","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.","https://m.media-amazon.com/images/M/MV5BMTcxNTQ1MzAyOF5BMl5BanBnXkFtZTYwNDg0ODk4._V1_SX300.jpg","116 min"
"3704","Return to Never Land","2002","0","Adventure|Animation|Children","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.","https://m.media-amazon.com/images/M/MV5BYWMwMWQ5NWQtYTA1YS00OTQ5LWExZmItNGI5MzIyMWRhNDA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","72 min"
"3705","Super Troopers","2001","0","Comedy|Crime|Mystery","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.","https://m.media-amazon.com/images/M/MV5BYzAyOTZjZDItZjNiYy00YTA3LWEyYWMtZTA0NmUzYjZhNjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","100 min"
"3706","Good Son, The","1993","1","Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A young boy stays with his aunt and uncle and becomes friends with his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior.","https://m.media-amazon.com/images/M/MV5BZDBiOWM2ZGEtNTNjNi00NmY1LWJhOTEtNjQ5MmNiMTgzNWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","87 min"
"3707","Last Orders","2001","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A group of old friends reminisce about their lives over the years after the death of one of their crew.","https://m.media-amazon.com/images/M/MV5BNzk2OTYzMTIwMV5BMl5BanBnXkFtZTcwNzkxNDkyMQ@@._V1_SX300.jpg","109 min"
"3708","After the Fox","1966","1","Comedy|Crime","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","An Italian criminal mastermind, impersonating a film director, plans to grab the loot on a beach where a bogus movie is being filmed.","https://m.media-amazon.com/images/M/MV5BYmE3ZWFjYTktNmFjYy00NGQ1LTljYWYtOTQ4ZDM3NTdkNjdiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","103 min"
"3709","Bad and the Beautiful, The","1952","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","An unscrupulous movie producer uses an actress, a director and a writer to achieve success.","https://m.media-amazon.com/images/M/MV5BODhkYzk3N2YtNjU3My00ZWJkLWE1YzMtNzBiM2E3NDJkODA1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg","118 min"
"3710","Designing Woman","1957","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A sportswriter and a fashion-designer marry after a whirlwind romance, and discover they have little in common.","https://m.media-amazon.com/images/M/MV5BZDAxZjIwZmUtMjhiYi00NmQ0LWE1YmItNTNiODBkYWZiZjgxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","118 min"
"3711","Sleuth","1972","1","Comedy|Mystery|Thriller","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.","https://m.media-amazon.com/images/M/MV5BM2EzZmFmMmItODY3Zi00NjdjLWE0MTYtZWQ3MGIyM2M4YjZhXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg","138 min"
"3712","Stroszek","1977","1","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.","https://m.media-amazon.com/images/M/MV5BMWE0YzYzNTEtMTJlYS00MjQzLWIwNWItOWNlZjdkOGQzMDEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","115 min"
